candidate_id,asset,timeframe,entry_time,exit_time,direction,entry_price,exit_price,gross_return_pct,net_return_pct,holding_bars
CANDIDATE_011,BTCUSDT,1D,2020-01-30 00:00:00+00:00,2020-02-02 00:00:00+00:00,short,9311.23,9338.2,-0.28881369000450796,-0.40881369000450796,3
CANDIDATE_011,BTCUSDT,1D,2021-01-09 00:00:00+00:00,2021-01-12 00:00:00+00:00,short,40638.91,34056.9,19.326509459169806,19.206509459169805,3
CANDIDATE_011,BTCUSDT,1D,2022-07-14 00:00:00+00:00,2022-07-17 00:00:00+00:00,long,20220.1,20794.4,2.84024312441582,2.72024312441582,3
CANDIDATE_011,BTCUSDT,1D,2023-01-14 00:00:00+00:00,2023-01-17 00:00:00+00:00,short,19924.3,21130.9,-5.710121196920159,-5.830121196920159,3
CANDIDATE_011,BTCUSDT,1D,2023-01-15 00:00:00+00:00,2023-01-18 00:00:00+00:00,short,20962.8,20680.0,1.3675048355899388,1.2475048355899387,3
CANDIDATE_011,BTCUSDT,1D,2023-04-23 00:00:00+00:00,2023-04-26 00:00:00+00:00,long,27807.2,28395.9,2.117077591415173,1.9970775914151728,3
CANDIDATE_011,BTCUSDT,1D,2024-03-01 00:00:00+00:00,2024-03-04 00:00:00+00:00,short,61203.4,68296.4,-10.385613297333373,-10.505613297333372,3
CANDIDATE_011,ETHUSDT,1D,2020-02-09 00:00:00+00:00,2020-02-12 00:00:00+00:00,short,223.57,266.24,-16.026893028846157,-16.146893028846158,3
CANDIDATE_011,ETHUSDT,1D,2020-07-25 00:00:00+00:00,2020-07-28 00:00:00+00:00,short,279.45,317.21,-11.903786135367733,-12.023786135367732,3
CANDIDATE_011,ETHUSDT,1D,2020-08-03 00:00:00+00:00,2020-08-06 00:00:00+00:00,short,372.86,395.09,-5.626566098863539,-5.746566098863539,3
CANDIDATE_011,ETHUSDT,1D,2020-11-08 00:00:00+00:00,2020-11-11 00:00:00+00:00,short,435.64,463.35,-5.980360418689978,-6.100360418689978,3
CANDIDATE_011,ETHUSDT,1D,2021-04-17 00:00:00+00:00,2021-04-20 00:00:00+00:00,short,2427.29,2329.96,4.177324932616866,4.057324932616866,3
CANDIDATE_011,ETHUSDT,1D,2022-06-14 00:00:00+00:00,2022-06-17 00:00:00+00:00,long,1209.03,1085.99,-10.176753265014105,-10.296753265014104,3
CANDIDATE_011,ETHUSDT,1D,2022-06-15 00:00:00+00:00,2022-06-18 00:00:00+00:00,long,1208.32,994.09,-17.72957494703389,-17.84957494703389,3
CANDIDATE_011,ETHUSDT,1D,2022-07-14 00:00:00+00:00,2022-07-17 00:00:00+00:00,long,1114.18,1338.27,20.112549139277313,19.992549139277312,3
CANDIDATE_011,ETHUSDT,1D,2023-01-15 00:00:00+00:00,2023-01-18 00:00:00+00:00,short,1550.27,1511.66,2.5541457735204887,2.4341457735204886,3
CANDIDATE_011,ETHUSDT,1D,2023-03-15 00:00:00+00:00,2023-03-18 00:00:00+00:00,short,1699.93,1758.52,-3.3317789959738775,-3.4517789959738776,3
CANDIDATE_011,ETHUSDT,1D,2023-10-25 00:00:00+00:00,2023-10-28 00:00:00+00:00,short,1784.3,1776.76,0.4243679506517495,0.3043679506517495,3
CANDIDATE_011,ETHUSDT,1D,2024-08-06 00:00:00+00:00,2024-08-09 00:00:00+00:00,long,2418.6,2597.9,7.4133796411147035,7.293379641114703,3
CANDIDATE_011,ETHUSDT,1D,2024-11-10 00:00:00+00:00,2024-11-13 00:00:00+00:00,short,3127.02,3188.9,-1.940481043620057,-2.060481043620057,3
CANDIDATE_011,ETHUSDT,1D,2024-11-11 00:00:00+00:00,2024-11-14 00:00:00+00:00,short,3185.19,3061.03,4.056151034129041,3.9361510341290407,3
CANDIDATE_011,ETHUSDT,1D,2025-07-12 00:00:00+00:00,2025-07-15 00:00:00+00:00,short,2956.94,3137.62,-5.758504853997614,-5.878504853997614,3
CANDIDATE_011,ETHUSDT,1D,2025-07-19 00:00:00+00:00,2025-07-22 00:00:00+00:00,short,3546.36,3746.01,-5.329670769698957,-5.449670769698957,3
CANDIDATE_011,SOLUSDT,1D,2021-02-05 00:00:00+00:00,2021-02-08 00:00:00+00:00,short,6.436,7.8917,-18.445962213464785,-18.565962213464786,3
CANDIDATE_011,SOLUSDT,1D,2021-02-06 00:00:00+00:00,2021-02-09 00:00:00+00:00,short,6.7116,7.8335,-14.321822939937444,-14.441822939937444,3
CANDIDATE_011,SOLUSDT,1D,2022-01-23 00:00:00+00:00,2022-01-26 00:00:00+00:00,long,94.48,92.06,-2.5613886536833164,-2.6813886536833165,3
CANDIDATE_011,SOLUSDT,1D,2022-01-24 00:00:00+00:00,2022-01-27 00:00:00+00:00,long,99.66,89.43,-10.264900662251641,-10.38490066225164,3
CANDIDATE_011,SOLUSDT,1D,2022-06-14 00:00:00+00:00,2022-06-17 00:00:00+00:00,long,28.58,30.7,7.417774667599719,7.297774667599719,3
CANDIDATE_011,SOLUSDT,1D,2022-10-22 00:00:00+00:00,2022-10-25 00:00:00+00:00,long,28.09,30.85,9.825560697757219,9.70556069775722,3
CANDIDATE_011,SOLUSDT,1D,2024-10-04 00:00:00+00:00,2024-10-07 00:00:00+00:00,long,136.727,143.909,5.252803030857089,5.132803030857089,3
CANDIDATE_011,SOLUSDT,1D,2024-10-22 00:00:00+00:00,2024-10-25 00:00:00+00:00,short,166.12,164.8,0.8009708737864107,0.6809708737864107,3
CANDIDATE_011,SOLUSDT,1D,2024-11-09 00:00:00+00:00,2024-11-12 00:00:00+00:00,short,199.93,211.77,-5.590971336827688,-5.710971336827688,3
CANDIDATE_011,SOLUSDT,1D,2025-05-12 00:00:00+00:00,2025-05-15 00:00:00+00:00,short,173.1,169.06,2.3896841358097776,2.2696841358097775,3
CANDIDATE_011,SOLUSDT,1D,2026-02-07 00:00:00+00:00,2026-02-10 00:00:00+00:00,long,87.41,82.95,-5.1023910307745,-5.2223910307745,3
CANDIDATE_011,BNBUSDT,1D,2020-07-10 00:00:00+00:00,2020-07-13 00:00:00+00:00,short,16.842,18.419,-8.561811173245026,-8.681811173245025,3
CANDIDATE_011,BNBUSDT,1D,2020-12-16 00:00:00+00:00,2020-12-19 00:00:00+00:00,short,29.471,33.337,-11.596724360320376,-11.716724360320375,3
CANDIDATE_011,BNBUSDT,1D,2021-02-08 00:00:00+00:00,2021-02-11 00:00:00+00:00,short,68.259,124.11,-45.00120860526952,-45.121208605269516,3
CANDIDATE_011,BNBUSDT,1D,2021-02-21 00:00:00+00:00,2021-02-24 00:00:00+00:00,short,253.053,254.183,-0.44456159538599493,-0.5645615953859949,3
CANDIDATE_011,BNBUSDT,1D,2021-04-08 00:00:00+00:00,2021-04-11 00:00:00+00:00,short,375.947,526.179,-28.55150053498904,-28.67150053498904,3
CANDIDATE_011,BNBUSDT,1D,2021-10-03 00:00:00+00:00,2021-10-06 00:00:00+00:00,short,426.64,434.59,-1.8293103845003267,-1.9493103845003268,3
CANDIDATE_011,BNBUSDT,1D,2022-06-15 00:00:00+00:00,2022-06-18 00:00:00+00:00,long,222.99,196.8,-11.744921296919141,-11.86492129691914,3
CANDIDATE_011,BNBUSDT,1D,2022-08-21 00:00:00+00:00,2022-08-24 00:00:00+00:00,long,283.41,296.06,4.463498112275488,4.343498112275488,3
CANDIDATE_011,BNBUSDT,1D,2023-11-08 00:00:00+00:00,2023-11-11 00:00:00+00:00,short,246.38,251.66,-2.0980688230151756,-2.2180688230151757,3
CANDIDATE_011,BNBUSDT,1D,2023-12-23 00:00:00+00:00,2023-12-26 00:00:00+00:00,short,271.07,297.51,-8.887096232059422,-9.007096232059421,3
CANDIDATE_011,BNBUSDT,1D,2024-02-11 00:00:00+00:00,2024-02-14 00:00:00+00:00,short,322.58,333.47,-3.265661078957638,-3.385661078957638,3
CANDIDATE_011,BNBUSDT,1D,2024-09-15 00:00:00+00:00,2024-09-18 00:00:00+00:00,short,553.22,559.32,-1.0906100264607033,-1.2106100264607034,3
CANDIDATE_011,BNBUSDT,1D,2026-03-21 00:00:00+00:00,2026-03-24 00:00:00+00:00,long,642.0,638.31,-0.5747663551401994,-0.6947663551401994,3
CANDIDATE_011,XRPUSDT,1D,2020-11-23 00:00:00+00:00,2020-11-26 00:00:00+00:00,short,0.4465,0.537,-16.852886405959033,-16.972886405959034,3
CANDIDATE_011,XRPUSDT,1D,2021-04-08 00:00:00+00:00,2021-04-11 00:00:00+00:00,short,0.9181,1.3563,-32.308486323084864,-32.42848632308486,3
CANDIDATE_011,XRPUSDT,1D,2022-06-14 00:00:00+00:00,2022-06-17 00:00:00+00:00,long,0.3115,0.3208,2.985553772070615,2.865553772070615,3
CANDIDATE_011,XRPUSDT,1D,2022-06-15 00:00:00+00:00,2022-06-18 00:00:00+00:00,long,0.3212,0.3072,-4.358655043586557,-4.478655043586557,3
CANDIDATE_011,XRPUSDT,1D,2023-06-01 00:00:00+00:00,2023-06-04 00:00:00+00:00,short,0.5166,0.5354,-3.51139335076579,-3.6313933507657903,3
CANDIDATE_011,XRPUSDT,1D,2024-07-19 00:00:00+00:00,2024-07-22 00:00:00+00:00,short,0.5693,0.6076,-6.303489137590523,-6.423489137590523,3
CANDIDATE_011,XRPUSDT,1D,2024-12-03 00:00:00+00:00,2024-12-06 00:00:00+00:00,short,2.7242,2.4266,12.264073188823875,12.144073188823876,3
CANDIDATE_011,XRPUSDT,1D,2024-12-04 00:00:00+00:00,2024-12-07 00:00:00+00:00,short,2.5127,2.612,-3.801684532924965,-3.921684532924965,3
