tv_seq,tv_side,tv_entry_time,tv_exit_time,tv_entry_price,tv_exit_price,tv_qty,tv_reason,py_seq,py_side,py_entry_time,py_exit_time,py_entry_price,py_exit_price,py_qty,py_reason,side_match,reason_match,entry_time_diff_min,exit_time_diff_min,entry_price_diff,exit_price_diff,qty_diff,entry_price_match,exit_price_match,qty_match,all_price_qty_match,all_core_match
1,SHORT,2025-07-01 15:00:00+00:00,2025-07-02 06:30:00+00:00,105619.1,106868.2,0.120186,SL,1,SHORT,2025-07-01 15:00:00+00:00,2025-07-02 06:30:00+00:00,105619.1,106868.16296960675,0.120186,SL,True,True,0.0,0.0,0.0,-0.037030393243185245,0.0,True,True,True,True,True
2,SHORT,2025-07-01 15:00:00+00:00,2025-07-02 06:30:00+00:00,105619.1,106868.2,0.120186,SL,2,SHORT,2025-07-01 15:00:00+00:00,2025-07-02 06:30:00+00:00,105619.1,106868.16296960675,0.120186,SL,True,True,0.0,0.0,0.0,-0.037030393243185245,0.0,True,True,True,True,True
3,SHORT,2025-07-04 07:30:00+00:00,2025-07-06 13:45:00+00:00,108814.3,108746.8,0.220515,BE,3,SHORT,2025-07-04 07:30:00+00:00,2025-07-06 13:45:00+00:00,108814.3,108746.72743639548,0.220515,BE,True,True,0.0,0.0,0.0,-0.07256360452447552,0.0,True,True,True,True,True
4,SHORT,2025-07-04 07:30:00+00:00,2025-07-06 13:45:00+00:00,108814.3,108746.8,0.220515,BE,4,SHORT,2025-07-04 07:30:00+00:00,2025-07-06 13:45:00+00:00,108814.3,108746.72743639548,0.220515,BE,True,True,0.0,0.0,0.0,-0.07256360452447552,0.0,True,True,True,True,True
5,SHORT,2025-07-07 12:15:00+00:00,2025-07-08 00:15:00+00:00,108386.0,108327.2,0.230656,BE,5,SHORT,2025-07-07 12:15:00+00:00,2025-07-08 00:15:00+00:00,108386.0,108327.1345774124,0.230656,BE,True,True,0.0,0.0,0.0,-0.06542258759145625,0.0,True,True,True,True,True
6,SHORT,2025-07-07 12:15:00+00:00,2025-07-08 00:15:00+00:00,108386.0,108327.2,0.230656,BE,6,SHORT,2025-07-07 12:15:00+00:00,2025-07-08 00:15:00+00:00,108386.0,108327.1345774124,0.230656,BE,True,True,0.0,0.0,0.0,-0.06542258759145625,0.0,True,True,True,True,True
7,LONG,2025-07-08 10:45:00+00:00,2025-07-08 14:45:00+00:00,108780.4,108198.4,0.229821,SL,7,LONG,2025-07-08 10:45:00+00:00,2025-07-08 14:45:00+00:00,108780.4,108198.46813653744,0.229821,SL,True,True,0.0,0.0,0.0,0.06813653744757175,0.0,True,True,True,True,True
8,LONG,2025-07-08 10:45:00+00:00,2025-07-08 14:45:00+00:00,108780.4,108198.4,0.229822,SL,8,LONG,2025-07-08 10:45:00+00:00,2025-07-08 14:45:00+00:00,108780.4,108198.46813653744,0.229821,SL,True,True,0.0,0.0,0.0,0.06813653744757175,-1.000000000001e-06,True,True,False,False,True
9,LONG,2025-07-09 11:30:00+00:00,2025-07-09 14:15:00+00:00,109008.4,109053.8,0.229341,BE,9,LONG,2025-07-09 11:30:00+00:00,2025-07-09 14:15:00+00:00,109008.4,109053.89581130695,0.229341,BE,True,True,0.0,0.0,0.0,0.09581130695005413,0.0,True,True,True,True,True
10,LONG,2025-07-09 11:30:00+00:00,2025-07-09 14:15:00+00:00,109008.4,109053.8,0.229341,BE,10,LONG,2025-07-09 11:30:00+00:00,2025-07-09 14:15:00+00:00,109008.4,109053.89581130695,0.229341,BE,True,True,0.0,0.0,0.0,0.09581130695005413,0.0,True,True,True,True,True
