trade_count,assets_tested,net_return_after_costs,profit_factor,win_rate,average_trade,median_trade,expectancy,average_winner,average_loser,max_drawdown,return_over_dd,exposure,average_hold_bars,best_asset,worst_asset,concentration_warning,candidate_id,parameter_set,timeframe
739,17,6748588.8632,1.7252,45.4668,3.6034,-2.0955,3.6034,18.8539,-9.1116,-90.0647,74930.4275,9.6617,9.6617,DOGEUSDT,DOTUSDT,False,BIGBELUGA,"{""atr_len"": 14, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""combined"", ""ms"": 10, ""pivot_delay"": 3, ""rsi"": 14}",1D
742,17,5386643.3294,1.7197,44.6092,3.5451,-2.3942,3.5451,18.9894,-8.8931,-89.6336,60096.2675,9.5445,9.5445,DOGEUSDT,DOTUSDT,False,BIGBELUGA,"{""atr_len"": 10, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""combined"", ""ms"": 10, ""pivot_delay"": 3, ""rsi"": 14}",1D
715,17,1071075.8159,1.6686,46.8531,3.6229,-1.3489,3.6229,19.2975,-10.1955,-87.4802,12243.6422,10.758,10.758,DOGEUSDT,DOTUSDT,False,BIGBELUGA,"{""atr_len"": 10, ""atr_mult"": 3, ""hold"": 12, ""mode"": ""combined"", ""ms"": 10, ""pivot_delay"": 3, ""rsi"": 14}",1D
737,17,1518119.2271,1.6641,45.9973,3.4521,-1.9119,3.4521,18.8067,-9.6263,-83.5035,18180.3031,9.8562,9.8562,DOGEUSDT,ADAUSDT,False,BIGBELUGA,"{""atr_len"": 21, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""combined"", ""ms"": 10, ""pivot_delay"": 3, ""rsi"": 14}",1D
701,17,331853.9166,1.6428,47.5036,3.5719,-1.1484,3.5719,19.2162,-10.5845,-94.9568,3494.787,11.1398,11.1398,DOGEUSDT,DOTUSDT,False,BIGBELUGA,"{""atr_len"": 21, ""atr_mult"": 3, ""hold"": 12, ""mode"": ""combined"", ""ms"": 10, ""pivot_delay"": 3, ""rsi"": 14}",1D
711,17,198605.4263,1.6142,46.5541,3.4275,-1.3534,3.4275,19.3487,-10.4407,-93.2858,2129.0007,10.9212,10.9212,DOGEUSDT,DOTUSDT,False,BIGBELUGA,"{""atr_len"": 14, ""atr_mult"": 3, ""hold"": 12, ""mode"": ""combined"", ""ms"": 10, ""pivot_delay"": 3, ""rsi"": 14}",1D
865,17,3943.4177,1.4357,47.1676,2.4114,-1.1052,2.4114,16.8459,-10.4753,-98.6741,39.9641,11.1803,11.1803,XRPUSDT,ADAUSDT,False,BIGBELUGA,"{""atr_len"": 21, ""atr_mult"": 3, ""hold"": 12, ""mode"": ""combined"", ""ms"": 5, ""pivot_delay"": 3, ""rsi"": 14}",1D
1788,17,55671995.0476,1.4332,42.5615,2.39,-2.8047,2.39,18.5771,-9.6045,-99.9899,556775.9551,9.321,9.321,AVAXUSDT,LTCUSDT,True,BIGBELUGA,"{""atr_len"": 10, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""choch"", ""ms"": 10, ""pivot_delay"": 1, ""rsi"": 14}",1D
1777,17,13154025.2897,1.4231,42.7124,2.3732,-2.6912,2.3732,18.6886,-9.7912,-99.9852,131559.7535,9.4378,9.4378,AVAXUSDT,LTCUSDT,True,BIGBELUGA,"{""atr_len"": 14, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""choch"", ""ms"": 10, ""pivot_delay"": 1, ""rsi"": 14}",1D
1659,17,2436762.5068,1.4164,45.6299,2.425,-1.5553,2.425,18.0774,-10.7113,-99.9969,24368.3836,10.6817,10.6817,AVAXUSDT,LTCUSDT,True,BIGBELUGA,"{""atr_len"": 10, ""atr_mult"": 3, ""hold"": 12, ""mode"": ""choch"", ""ms"": 10, ""pivot_delay"": 1, ""rsi"": 14}",1D
920,17,5321.4485,1.4136,44.1304,2.1453,-2.3428,2.1453,16.6136,-9.283,-97.8547,54.3811,9.5033,9.5033,SOLUSDT,ADAUSDT,False,BIGBELUGA,"{""atr_len"": 10, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""combined"", ""ms"": 5, ""pivot_delay"": 3, ""rsi"": 14}",1D
1638,17,647412.4604,1.4064,45.9707,2.4078,-1.4403,2.4078,18.1264,-10.9663,-99.9965,6474.353,10.9133,10.9133,AVAXUSDT,LTCUSDT,True,BIGBELUGA,"{""atr_len"": 21, ""atr_mult"": 3, ""hold"": 12, ""mode"": ""choch"", ""ms"": 10, ""pivot_delay"": 1, ""rsi"": 14}",1D
915,17,3659.4102,1.4046,44.4809,2.1384,-2.2648,2.1384,16.6906,-9.5206,-98.6531,37.0937,9.6339,9.6339,SOLUSDT,ADAUSDT,False,BIGBELUGA,"{""atr_len"": 14, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""combined"", ""ms"": 5, ""pivot_delay"": 3, ""rsi"": 14}",1D
903,17,2644.0877,1.4009,45.2935,2.1693,-1.8303,2.1693,16.7372,-9.8919,-96.3129,27.4531,9.9192,9.9192,SOLUSDT,ADAUSDT,False,BIGBELUGA,"{""atr_len"": 21, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""combined"", ""ms"": 5, ""pivot_delay"": 3, ""rsi"": 14}",1D
1500,17,20818.3071,1.3965,46.0,2.3454,-1.5245,2.3454,17.9584,-10.9546,-99.9959,208.1915,10.5573,10.5573,NEARUSDT,LTCUSDT,False,BIGBELUGA,"{""atr_len"": 10, ""atr_mult"": 3, ""hold"": 12, ""mode"": ""choch"", ""ms"": 10, ""pivot_delay"": 3, ""rsi"": 14}",1D
1473,17,13609.3204,1.3926,46.6395,2.3286,-1.2085,2.3286,17.7086,-11.1143,-99.9933,136.1023,10.871,10.871,NEARUSDT,LTCUSDT,False,BIGBELUGA,"{""atr_len"": 21, ""atr_mult"": 3, ""hold"": 12, ""mode"": ""choch"", ""ms"": 10, ""pivot_delay"": 3, ""rsi"": 14}",1D
1649,17,305996.6081,1.39,45.7247,2.2961,-1.5367,2.2961,17.8985,-10.8483,-99.9976,3060.0398,10.7926,10.7926,AVAXUSDT,LTCUSDT,True,BIGBELUGA,"{""atr_len"": 14, ""atr_mult"": 3, ""hold"": 12, ""mode"": ""choch"", ""ms"": 10, ""pivot_delay"": 1, ""rsi"": 14}",1D
880,17,668.1461,1.3853,46.0227,2.1603,-1.3512,2.1603,16.8777,-10.3883,-99.4696,6.7171,10.8023,10.8023,XRPUSDT,ADAUSDT,False,BIGBELUGA,"{""atr_len"": 10, ""atr_mult"": 3, ""hold"": 12, ""mode"": ""combined"", ""ms"": 5, ""pivot_delay"": 3, ""rsi"": 14}",1D
