candidate_id,asset,timeframe,entry_time,exit_time,direction,entry_price,exit_price,gross_return_pct,net_return_pct,holding_bars
CANDIDATE_012,BTCUSDT,1D,2020-01-25 00:00:00+00:00,2020-02-24 00:00:00+00:00,long,8442.82,9662.95,14.451687943128011,14.331687943128012,30
CANDIDATE_012,BTCUSDT,1D,2020-05-23 00:00:00+00:00,2020-06-22 00:00:00+00:00,long,9166.43,9686.99,5.678982984651593,5.558982984651593,30
CANDIDATE_012,BTCUSDT,1D,2021-08-06 00:00:00+00:00,2021-09-05 00:00:00+00:00,long,40882.39,51799.57,26.703869318794716,26.583869318794715,30
CANDIDATE_012,BTCUSDT,1D,2021-11-01 00:00:00+00:00,2021-11-18 00:00:00+00:00,long,61347.14,56921.05,-7.2148269666686975,-7.334826966668698,17
CANDIDATE_012,BTCUSDT,1D,2022-09-11 00:00:00+00:00,2022-09-13 00:00:00+00:00,long,21639.5,20162.5,-6.825481180249082,-6.945481180249082,2
CANDIDATE_012,BTCUSDT,1D,2022-11-04 00:00:00+00:00,2022-11-08 00:00:00+00:00,long,20199.8,18534.0,-8.246616303131715,-8.366616303131714,4
CANDIDATE_012,BTCUSDT,1D,2023-02-08 00:00:00+00:00,2023-03-03 00:00:00+00:00,long,23234.1,22342.8,-3.8361718336410666,-3.9561718336410667,23
CANDIDATE_012,BTCUSDT,1D,2023-07-08 00:00:00+00:00,2023-07-24 00:00:00+00:00,long,30328.0,29163.8,-3.838696913743078,-3.9586969137430783,16
CANDIDATE_012,BTCUSDT,1D,2023-10-11 00:00:00+00:00,2023-10-12 00:00:00+00:00,long,27381.3,26744.0,-2.327500885640932,-2.447500885640932,1
CANDIDATE_012,BTCUSDT,1D,2024-05-25 00:00:00+00:00,2024-06-13 00:00:00+00:00,long,68584.0,66786.9,-2.6202904467514387,-2.740290446751439,19
CANDIDATE_012,BTCUSDT,1D,2024-10-07 00:00:00+00:00,2024-10-09 00:00:00+00:00,long,62789.2,60606.4,-3.4763940295464812,-3.5963940295464814,2
CANDIDATE_012,BTCUSDT,1D,2025-05-30 00:00:00+00:00,2025-06-21 00:00:00+00:00,long,105539.9,102079.8,-3.2784757233993878,-3.398475723399388,22
CANDIDATE_012,BTCUSDT,1D,2025-09-18 00:00:00+00:00,2025-09-22 00:00:00+00:00,long,116402.6,112604.7,-3.2627278084853883,-3.3827278084853885,4
CANDIDATE_012,BTCUSDT,1D,2025-10-28 00:00:00+00:00,2025-10-29 00:00:00+00:00,long,114064.2,109985.6,-3.575705611401292,-3.695705611401292,1
CANDIDATE_012,ETHUSDT,1D,2020-05-14 00:00:00+00:00,2020-06-13 00:00:00+00:00,long,199.53,238.17,19.36550894602316,19.245508946023158,30
